,Call Id,Agent,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,DateTime
4312,ID4313,Joe,Contract related,0,0,,,,2021-03-17 16:42:14
4313,ID4314,Martha,Payment related,1,1,51.0,00:04:34,4.0,2021-03-17 16:42:14
4314,ID4315,Becky,Streaming,1,1,70.0,00:05:35,4.0,2021-03-17 16:46:34
4315,ID4316,Diane,Contract related,1,1,58.0,00:06:20,2.0,2021-03-17 16:46:34
4316,ID4317,Jim,Technical Support,0,0,,,,2021-03-17 16:52:19
4317,ID4318,Greg,Admin Support,0,0,,,,2021-03-17 16:52:19
4318,ID4319,Greg,Streaming,1,1,39.0,00:03:54,5.0,2021-03-17 17:12:29
4319,ID4320,Joe,Payment related,1,1,55.0,00:03:25,1.0,2021-03-17 17:12:29
4320,ID4321,Diane,Contract related,1,1,80.0,00:03:05,3.0,2021-03-17 17:13:55
4321,ID4322,Dan,Payment related,1,1,68.0,00:03:29,4.0,2021-03-17 17:13:55
4322,ID4323,Diane,Technical Support,1,1,96.0,00:02:14,3.0,2021-03-17 17:24:00
4323,ID4324,Greg,Payment related,1,1,32.0,00:03:48,3.0,2021-03-17 17:24:00
4324,ID4325,Stewart,Admin Support,0,0,,,,2021-03-17 17:26:53
4325,ID4326,Diane,Streaming,1,1,90.0,00:01:53,3.0,2021-03-17 17:26:53
4326,ID4327,Dan,Streaming,1,1,108.0,00:03:15,4.0,2021-03-17 17:48:29
4327,ID4328,Stewart,Technical Support,1,0,120.0,00:05:34,4.0,2021-03-17 17:48:29
4328,ID4329,Dan,Contract related,1,1,21.0,00:04:39,5.0,2021-03-17 18:00:00
4329,ID4330,Greg,Contract related,0,0,,,,2021-03-17 18:00:00
4330,ID4331,Martha,Payment related,1,0,59.0,00:02:47,4.0,2021-03-18 09:14:24
4331,ID4332,Stewart,Admin Support,1,1,14.0,00:05:22,3.0,2021-03-18 09:14:24
4332,ID4333,Joe,Contract related,0,0,,,,2021-03-18 09:21:36
4333,ID4334,Stewart,Streaming,1,1,57.0,00:00:44,3.0,2021-03-18 09:21:36
4334,ID4335,Dan,Streaming,1,1,123.0,00:04:04,3.0,2021-03-18 10:32:10
4335,ID4336,Dan,Streaming,1,1,71.0,00:05:41,3.0,2021-03-18 10:32:10
4336,ID4337,Stewart,Contract related,1,0,71.0,00:04:16,3.0,2021-03-18 10:56:38
4337,ID4338,Martha,Technical Support,1,1,41.0,00:06:22,3.0,2021-03-18 10:56:38
4338,ID4339,Dan,Contract related,0,0,,,,2021-03-18 11:38:24
4339,ID4340,Martha,Technical Support,1,1,80.0,00:05:43,4.0,2021-03-18 11:38:24
4340,ID4341,Stewart,Payment related,0,0,,,,2021-03-18 12:02:53
4341,ID4342,Greg,Payment related,1,1,57.0,00:01:12,2.0,2021-03-18 12:02:53
4342,ID4343,Stewart,Streaming,1,1,17.0,00:02:39,3.0,2021-03-18 12:30:14
4343,ID4344,Martha,Admin Support,1,1,93.0,00:04:47,5.0,2021-03-18 12:30:14
4344,ID4345,Greg,Payment related,1,1,13.0,00:00:43,3.0,2021-03-18 12:51:50
4345,ID4346,Stewart,Payment related,1,1,64.0,00:01:42,4.0,2021-03-18 12:51:50
4346,ID4347,Stewart,Technical Support,1,1,98.0,00:01:50,5.0,2021-03-18 13:36:29
4347,ID4348,Greg,Technical Support,1,0,83.0,00:02:28,2.0,2021-03-18 13:36:29
4348,ID4349,Martha,Streaming,1,0,116.0,00:06:18,5.0,2021-03-18 13:49:26
4349,ID4350,Becky,Streaming,1,1,104.0,00:00:46,2.0,2021-03-18 13:49:26
4350,ID4351,Martha,Streaming,1,1,83.0,00:05:34,5.0,2021-03-18 14:02:24
4351,ID4352,Martha,Admin Support,1,1,26.0,00:06:48,4.0,2021-03-18 14:02:24
4352,ID4353,Diane,Admin Support,1,1,47.0,00:00:36,2.0,2021-03-18 14:25:26
4353,ID4354,Jim,Contract related,0,0,,,,2021-03-18 14:25:26
4354,ID4355,Dan,Admin Support,0,0,,,,2021-03-18 14:41:17
4355,ID4356,Joe,Technical Support,1,0,34.0,00:03:07,4.0,2021-03-18 14:41:17
4356,ID4357,Becky,Technical Support,1,1,65.0,00:03:42,5.0,2021-03-18 14:52:48
4357,ID4358,Diane,Streaming,1,1,54.0,00:06:19,3.0,2021-03-18 14:52:48
4358,ID4359,Joe,Technical Support,1,1,108.0,00:05:15,4.0,2021-03-18 14:52:48
4359,ID4360,Jim,Contract related,1,1,114.0,00:04:42,4.0,2021-03-18 14:52:48
4360,ID4361,Jim,Admin Support,1,1,109.0,00:02:59,3.0,2021-03-18 15:48:58
4361,ID4362,Jim,Streaming,1,1,115.0,00:03:35,3.0,2021-03-18 15:48:58
4362,ID4363,Joe,Streaming,1,1,125.0,00:04:07,3.0,2021-03-18 16:03:22
4363,ID4364,Joe,Technical Support,1,1,116.0,00:03:19,4.0,2021-03-18 16:03:22
4364,ID4365,Greg,Admin Support,1,1,12.0,00:02:51,3.0,2021-03-18 16:16:19
4365,ID4366,Becky,Streaming,1,1,96.0,00:02:14,5.0,2021-03-18 16:16:19
4366,ID4367,Diane,Streaming,1,1,13.0,00:05:17,5.0,2021-03-18 16:30:43
4367,ID4368,Jim,Payment related,0,0,,,,2021-03-18 16:30:43
4368,ID4369,Jim,Contract related,1,1,96.0,00:06:22,3.0,2021-03-18 16:58:05
4369,ID4370,Greg,Payment related,0,0,,,,2021-03-18 16:58:05
4370,ID4371,Dan,Streaming,1,1,37.0,00:05:55,3.0,2021-03-18 17:08:10
4371,ID4372,Stewart,Technical Support,1,1,45.0,00:06:15,4.0,2021-03-18 17:08:10
4372,ID4373,Becky,Streaming,1,1,44.0,00:02:44,5.0,2021-03-18 17:22:34
4373,ID4374,Greg,Contract related,0,0,,,,2021-03-18 17:22:34
4374,ID4375,Martha,Contract related,1,1,65.0,00:03:19,3.0,2021-03-18 17:26:53
4375,ID4376,Martha,Streaming,1,1,48.0,00:02:07,4.0,2021-03-18 17:26:53
4376,ID4377,Stewart,Technical Support,1,1,119.0,00:02:34,1.0,2021-03-18 17:41:17
4377,ID4378,Jim,Contract related,1,0,102.0,00:05:16,3.0,2021-03-18 17:41:17
4378,ID4379,Stewart,Contract related,1,1,30.0,00:05:10,5.0,2021-03-19 09:15:50
4379,ID4380,Joe,Payment related,1,1,51.0,00:05:19,1.0,2021-03-19 09:15:50
4380,ID4381,Jim,Contract related,0,0,,,,2021-03-19 09:47:31
4381,ID4382,Becky,Technical Support,1,1,39.0,00:05:10,5.0,2021-03-19 09:47:31
4382,ID4383,Becky,Payment related,1,1,102.0,00:05:27,2.0,2021-03-19 10:03:22
4383,ID4384,Stewart,Payment related,1,1,112.0,00:00:40,3.0,2021-03-19 10:03:22
4384,ID4385,Becky,Payment related,0,0,,,,2021-03-19 10:14:53
4385,ID4386,Martha,Technical Support,1,1,42.0,00:04:36,5.0,2021-03-19 10:14:53
4386,ID4387,Greg,Admin Support,1,1,87.0,00:01:28,3.0,2021-03-19 11:12:29
4387,ID4388,Becky,Payment related,0,0,,,,2021-03-19 11:12:29
4388,ID4389,Becky,Contract related,1,1,123.0,00:02:32,3.0,2021-03-19 11:13:55
4389,ID4390,Stewart,Payment related,0,0,,,,2021-03-19 11:13:55
4390,ID4391,Dan,Contract related,1,1,98.0,00:01:26,3.0,2021-03-19 11:29:46
4391,ID4392,Jim,Streaming,1,1,45.0,00:00:39,4.0,2021-03-19 11:29:46
4392,ID4393,Stewart,Payment related,1,1,50.0,00:02:14,3.0,2021-03-19 12:14:24
4393,ID4394,Joe,Payment related,1,1,102.0,00:04:30,4.0,2021-03-19 12:14:24
4394,ID4395,Diane,Admin Support,1,1,93.0,00:02:12,1.0,2021-03-19 12:27:22
4395,ID4396,Stewart,Admin Support,1,1,28.0,00:05:27,3.0,2021-03-19 12:27:22
4396,ID4397,Jim,Payment related,0,0,,,,2021-03-19 12:59:02
4397,ID4398,Martha,Streaming,0,0,,,,2021-03-19 12:59:02
4398,ID4399,Joe,Technical Support,1,0,123.0,00:00:46,4.0,2021-03-19 12:59:02
4399,ID4400,Greg,Admin Support,1,1,112.0,00:04:09,4.0,2021-03-19 12:59:02
4400,ID4401,Stewart,Contract related,1,1,12.0,00:01:16,3.0,2021-03-19 13:07:41
4401,ID4402,Dan,Contract related,1,1,107.0,00:06:01,4.0,2021-03-19 13:07:41
4402,ID4403,Diane,Technical Support,1,1,97.0,00:03:38,2.0,2021-03-19 13:55:12
4403,ID4404,Joe,Contract related,0,0,,,,2021-03-19 13:55:12
4404,ID4405,Joe,Admin Support,0,0,,,,2021-03-19 14:18:14
4405,ID4406,Diane,Admin Support,1,1,98.0,00:06:47,4.0,2021-03-19 14:18:14
4406,ID4407,Jim,Streaming,1,1,96.0,00:05:49,2.0,2021-03-19 15:21:36
4407,ID4408,Diane,Payment related,0,0,,,,2021-03-19 15:21:36
4408,ID4409,Joe,Payment related,1,1,60.0,00:01:17,1.0,2021-03-19 15:24:29
4409,ID4410,Joe,Contract related,1,1,115.0,00:04:56,3.0,2021-03-19 15:24:29
4410,ID4411,Martha,Contract related,1,1,86.0,00:02:17,4.0,2021-03-19 15:28:48
4411,ID4412,Martha,Payment related,1,1,99.0,00:02:10,2.0,2021-03-19 15:28:48
4412,ID4413,Greg,Admin Support,1,0,55.0,00:03:31,4.0,2021-03-19 15:34:34
4413,ID4414,Joe,Streaming,1,0,100.0,00:01:32,2.0,2021-03-19 15:34:34
4414,ID4415,Becky,Contract related,1,1,101.0,00:01:24,4.0,2021-03-19 16:27:50
4415,ID4416,Joe,Payment related,1,1,105.0,00:06:19,5.0,2021-03-19 16:27:50
4416,ID4417,Stewart,Payment related,0,0,,,,2021-03-19 16:33:36
4417,ID4418,Greg,Contract related,1,1,47.0,00:06:54,4.0,2021-03-19 16:33:36
4418,ID4419,Greg,Admin Support,1,1,123.0,00:02:40,3.0,2021-03-19 16:43:41
4419,ID4420,Jim,Streaming,1,0,108.0,00:04:39,3.0,2021-03-19 16:43:41
4420,ID4421,Stewart,Admin Support,0,0,,,,2021-03-20 09:05:46
4421,ID4422,Martha,Technical Support,1,1,35.0,00:01:07,5.0,2021-03-20 09:05:46
4422,ID4423,Jim,Technical Support,1,1,80.0,00:03:07,5.0,2021-03-20 09:57:36
4423,ID4424,Dan,Technical Support,1,1,16.0,00:02:55,5.0,2021-03-20 09:57:36
4424,ID4425,Dan,Admin Support,1,1,102.0,00:06:15,3.0,2021-03-20 10:17:46
4425,ID4426,Stewart,Streaming,0,0,,,,2021-03-20 10:17:46
4426,ID4427,Joe,Streaming,1,1,111.0,00:06:16,3.0,2021-03-20 10:19:12
4427,ID4428,Becky,Payment related,1,1,81.0,00:04:45,4.0,2021-03-20 10:19:12
4428,ID4429,Diane,Contract related,0,0,,,,2021-03-20 10:42:14
4429,ID4430,Martha,Technical Support,1,1,32.0,00:00:36,5.0,2021-03-20 10:42:14
4430,ID4431,Dan,Payment related,0,0,,,,2021-03-20 11:12:29
4431,ID4432,Diane,Streaming,1,1,52.0,00:03:14,3.0,2021-03-20 11:12:29
4432,ID4433,Martha,Technical Support,1,1,112.0,00:03:11,5.0,2021-03-20 11:25:26
4433,ID4434,Becky,Technical Support,1,1,30.0,00:06:15,3.0,2021-03-20 11:25:26
4434,ID4435,Becky,Admin Support,1,1,91.0,00:01:59,1.0,2021-03-20 11:47:02
4435,ID4436,Greg,Streaming,1,1,53.0,00:05:15,3.0,2021-03-20 11:47:02
4436,ID4437,Becky,Contract related,0,0,,,,2021-03-20 11:55:41
4437,ID4438,Diane,Contract related,0,0,,,,2021-03-20 11:55:41
4438,ID4439,Jim,Technical Support,1,1,40.0,00:05:02,3.0,2021-03-20 12:12:58
4439,ID4440,Diane,Contract related,1,1,45.0,00:05:46,5.0,2021-03-20 12:12:58
4440,ID4441,Jim,Streaming,0,0,,,,2021-03-20 12:24:29
4441,ID4442,Stewart,Admin Support,1,1,89.0,00:03:37,2.0,2021-03-20 12:24:29
4442,ID4443,Becky,Technical Support,1,1,24.0,00:01:50,5.0,2021-03-20 13:07:41
4443,ID4444,Diane,Technical Support,1,1,76.0,00:05:04,3.0,2021-03-20 13:07:41
4444,ID4445,Greg,Streaming,1,1,27.0,00:04:17,2.0,2021-03-20 13:12:00
4445,ID4446,Stewart,Contract related,1,0,27.0,00:02:31,4.0,2021-03-20 13:12:00
4446,ID4447,Diane,Contract related,1,1,104.0,00:05:32,2.0,2021-03-20 13:42:14
4447,ID4448,Diane,Admin Support,1,1,110.0,00:03:29,1.0,2021-03-20 13:42:14
4448,ID4449,Joe,Contract related,1,1,51.0,00:05:11,4.0,2021-03-20 13:46:34
4449,ID4450,Dan,Contract related,1,1,65.0,00:05:49,2.0,2021-03-20 13:46:34
4450,ID4451,Greg,Admin Support,1,1,21.0,00:03:12,4.0,2021-03-20 14:26:53
4451,ID4452,Becky,Streaming,1,1,29.0,00:01:13,3.0,2021-03-20 14:26:53
4452,ID4453,Diane,Payment related,0,0,,,,2021-03-20 15:23:02
4453,ID4454,Joe,Technical Support,0,0,,,,2021-03-20 15:23:02
4454,ID4455,Stewart,Contract related,1,1,124.0,00:03:03,4.0,2021-03-20 15:41:46
4455,ID4456,Greg,Streaming,1,1,21.0,00:04:24,1.0,2021-03-20 15:41:46
4456,ID4457,Martha,Admin Support,1,1,121.0,00:02:18,3.0,2021-03-20 15:43:12
4457,ID4458,Becky,Technical Support,0,0,,,,2021-03-20 15:43:12
4458,ID4459,Dan,Payment related,1,1,56.0,00:02:47,2.0,2021-03-20 15:43:12
4459,ID4460,Greg,Contract related,1,1,10.0,00:06:13,3.0,2021-03-20 15:43:12
4460,ID4461,Martha,Payment related,1,1,56.0,00:02:52,4.0,2021-03-20 15:44:38
4461,ID4462,Joe,Payment related,0,0,,,,2021-03-20 15:44:38
4462,ID4463,Jim,Technical Support,1,1,17.0,00:00:31,3.0,2021-03-20 15:56:10
4463,ID4464,Martha,Contract related,1,1,37.0,00:00:50,5.0,2021-03-20 15:56:10
4464,ID4465,Becky,Streaming,1,1,108.0,00:01:06,5.0,2021-03-20 16:06:14
4465,ID4466,Diane,Technical Support,1,1,18.0,00:05:43,5.0,2021-03-20 16:06:14
4466,ID4467,Martha,Streaming,0,0,,,,2021-03-20 16:50:53
4467,ID4468,Martha,Streaming,1,1,77.0,00:04:43,4.0,2021-03-20 16:50:53
4468,ID4469,Diane,Streaming,1,1,34.0,00:04:31,1.0,2021-03-20 17:32:38
4469,ID4470,Greg,Contract related,1,1,73.0,00:01:42,3.0,2021-03-20 17:32:38
4470,ID4471,Martha,Streaming,0,0,,,,2021-03-20 17:44:10
4471,ID4472,Greg,Admin Support,1,1,120.0,00:02:42,3.0,2021-03-20 17:44:10
4472,ID4473,Stewart,Technical Support,1,1,100.0,00:05:17,1.0,2021-03-20 17:57:07
4473,ID4474,Martha,Payment related,1,1,93.0,00:06:18,4.0,2021-03-20 17:57:07
4474,ID4475,Diane,Streaming,1,0,17.0,00:00:49,4.0,2021-03-20 17:58:34
4475,ID4476,Stewart,Payment related,1,1,17.0,00:05:09,2.0,2021-03-20 17:58:34
4476,ID4477,Jim,Contract related,1,1,56.0,00:04:25,2.0,2021-03-21 09:01:26
4477,ID4478,Diane,Admin Support,0,0,,,,2021-03-21 09:01:26
4478,ID4479,Dan,Contract related,1,1,97.0,00:02:39,2.0,2021-03-21 09:04:19
4479,ID4480,Stewart,Streaming,1,1,25.0,00:06:20,4.0,2021-03-21 09:04:19
4480,ID4481,Diane,Technical Support,1,1,47.0,00:02:50,4.0,2021-03-21 09:27:22
4481,ID4482,Jim,Payment related,1,1,70.0,00:01:55,3.0,2021-03-21 09:27:22
4482,ID4483,Greg,Technical Support,1,1,86.0,00:03:07,3.0,2021-03-21 10:01:55
4483,ID4484,Stewart,Contract related,1,1,92.0,00:04:09,5.0,2021-03-21 10:01:55
4484,ID4485,Greg,Admin Support,1,1,122.0,00:01:28,3.0,2021-03-21 10:35:02
4485,ID4486,Diane,Streaming,1,1,11.0,00:06:48,3.0,2021-03-21 10:35:02
4486,ID4487,Diane,Technical Support,1,1,27.0,00:06:08,3.0,2021-03-21 10:43:41
4487,ID4488,Greg,Contract related,0,0,,,,2021-03-21 10:43:41
4488,ID4489,Becky,Payment related,1,1,17.0,00:01:58,4.0,2021-03-21 11:09:36
4489,ID4490,Greg,Payment related,1,1,113.0,00:03:14,3.0,2021-03-21 11:09:36
4490,ID4491,Dan,Payment related,0,0,,,,2021-03-21 11:31:12
4491,ID4492,Becky,Streaming,1,1,101.0,00:03:22,3.0,2021-03-21 11:31:12
4492,ID4493,Becky,Contract related,1,1,69.0,00:02:34,1.0,2021-03-21 11:47:02
4493,ID4494,Stewart,Technical Support,1,1,24.0,00:03:57,3.0,2021-03-21 11:47:02
4494,ID4495,Becky,Technical Support,1,1,84.0,00:02:00,4.0,2021-03-21 11:55:41
4495,ID4496,Greg,Technical Support,0,0,,,,2021-03-21 11:55:41
4496,ID4497,Diane,Payment related,0,0,,,,2021-03-21 12:00:00
4497,ID4498,Diane,Technical Support,0,0,,,,2021-03-21 12:00:00
4498,ID4499,Martha,Streaming,1,1,92.0,00:04:10,3.0,2021-03-21 12:18:43
4499,ID4500,Joe,Admin Support,0,0,,,,2021-03-21 12:18:43
4500,ID4501,Stewart,Payment related,0,0,,,,2021-03-21 12:53:17
4501,ID4502,Diane,Streaming,1,1,114.0,00:03:55,2.0,2021-03-21 12:53:17
4502,ID4503,Diane,Payment related,1,1,109.0,00:04:39,3.0,2021-03-21 12:53:17
4503,ID4504,Diane,Technical Support,1,1,89.0,00:02:31,3.0,2021-03-21 12:53:17
4504,ID4505,Dan,Payment related,1,1,124.0,00:03:38,3.0,2021-03-21 13:09:07
4505,ID4506,Martha,Streaming,1,1,43.0,00:01:07,5.0,2021-03-21 13:09:07
4506,ID4507,Dan,Contract related,1,1,110.0,00:05:20,5.0,2021-03-21 13:30:43
4507,ID4508,Becky,Streaming,1,1,31.0,00:03:19,4.0,2021-03-21 13:30:43
4508,ID4509,Stewart,Payment related,0,0,,,,2021-03-21 13:49:26
4509,ID4510,Diane,Admin Support,0,0,,,,2021-03-21 13:49:26
4510,ID4511,Diane,Streaming,1,1,17.0,00:04:48,3.0,2021-03-21 14:12:29
4511,ID4512,Becky,Contract related,1,1,111.0,00:05:25,3.0,2021-03-21 14:12:29
4512,ID4513,Diane,Admin Support,1,1,10.0,00:03:21,2.0,2021-03-21 14:16:48
4513,ID4514,Stewart,Contract related,1,1,121.0,00:01:29,1.0,2021-03-21 14:16:48
4514,ID4515,Dan,Payment related,1,1,114.0,00:01:58,4.0,2021-03-21 14:22:34
4515,ID4516,Greg,Technical Support,1,1,49.0,00:00:32,4.0,2021-03-21 14:22:34
4516,ID4517,Greg,Admin Support,1,1,114.0,00:03:25,1.0,2021-03-21 14:29:46
4517,ID4518,Jim,Streaming,1,1,75.0,00:02:42,3.0,2021-03-21 14:29:46
4518,ID4519,Jim,Payment related,1,0,42.0,00:03:25,5.0,2021-03-21 14:36:58
4519,ID4520,Greg,Payment related,1,1,95.0,00:04:57,3.0,2021-03-21 14:36:58
4520,ID4521,Stewart,Admin Support,1,1,88.0,00:06:25,3.0,2021-03-21 15:12:58
4521,ID4522,Joe,Technical Support,1,1,51.0,00:02:48,3.0,2021-03-21 15:12:58
4522,ID4523,Martha,Contract related,1,1,28.0,00:00:49,1.0,2021-03-21 15:15:50
4523,ID4524,Diane,Payment related,1,0,86.0,00:06:14,4.0,2021-03-21 15:15:50
4524,ID4525,Diane,Contract related,1,0,60.0,00:03:18,4.0,2021-03-21 15:24:29
4525,ID4526,Joe,Streaming,1,1,60.0,00:04:47,2.0,2021-03-21 15:24:29
4526,ID4527,Dan,Payment related,1,1,63.0,00:01:51,4.0,2021-03-21 16:06:14
4527,ID4528,Joe,Technical Support,1,1,23.0,00:06:21,4.0,2021-03-21 16:06:14
4528,ID4529,Greg,Technical Support,0,0,,,,2021-03-21 16:12:00
4529,ID4530,Becky,Streaming,1,1,100.0,00:01:48,4.0,2021-03-21 16:12:00
4530,ID4531,Jim,Admin Support,1,1,105.0,00:00:32,4.0,2021-03-21 16:52:19
4531,ID4532,Greg,Technical Support,1,1,29.0,00:02:11,4.0,2021-03-21 16:52:19
4532,ID4533,Becky,Admin Support,0,0,,,,2021-03-21 17:26:53
4533,ID4534,Stewart,Payment related,1,0,98.0,00:04:09,2.0,2021-03-21 17:26:53
4534,ID4535,Dan,Contract related,1,1,108.0,00:05:28,4.0,2021-03-21 17:32:38
4535,ID4536,Becky,Payment related,0,0,,,,2021-03-21 17:32:38
4536,ID4537,Stewart,Contract related,1,1,116.0,00:06:33,5.0,2021-03-21 17:42:43
4537,ID4538,Stewart,Streaming,1,1,78.0,00:05:30,4.0,2021-03-21 17:42:43
4538,ID4539,Diane,Payment related,0,0,,,,2021-03-22 09:44:38
4539,ID4540,Greg,Payment related,1,1,81.0,00:03:51,3.0,2021-03-22 09:44:38
4540,ID4541,Diane,Streaming,1,1,84.0,00:00:53,2.0,2021-03-22 09:46:05
4541,ID4542,Stewart,Contract related,1,1,24.0,00:05:34,4.0,2021-03-22 09:46:05
4542,ID4543,Dan,Streaming,1,1,114.0,00:05:43,3.0,2021-03-22 10:03:22
4543,ID4544,Diane,Contract related,0,0,,,,2021-03-22 10:03:22
4544,ID4545,Greg,Contract related,1,0,32.0,00:03:11,5.0,2021-03-22 10:07:41
4545,ID4546,Martha,Contract related,1,1,16.0,00:03:10,4.0,2021-03-22 10:07:41
4546,ID4547,Jim,Admin Support,1,0,104.0,00:04:44,5.0,2021-03-22 10:14:53
4547,ID4548,Stewart,Technical Support,1,1,40.0,00:00:53,3.0,2021-03-22 10:14:53
4548,ID4549,Joe,Contract related,1,1,80.0,00:02:47,4.0,2021-03-22 11:19:41
4549,ID4550,Jim,Payment related,1,1,88.0,00:05:10,4.0,2021-03-22 11:19:41
4550,ID4551,Joe,Admin Support,1,1,86.0,00:03:39,3.0,2021-03-22 12:00:00
4551,ID4552,Martha,Streaming,1,1,57.0,00:06:38,4.0,2021-03-22 12:00:00
4552,ID4553,Jim,Contract related,1,1,96.0,00:06:10,5.0,2021-03-22 12:05:46
4553,ID4554,Jim,Technical Support,1,1,72.0,00:04:20,2.0,2021-03-22 12:05:46
4554,ID4555,Jim,Admin Support,1,1,37.0,00:01:16,5.0,2021-03-22 12:07:12
4555,ID4556,Jim,Technical Support,0,0,,,,2021-03-22 12:07:12
4556,ID4557,Martha,Technical Support,1,1,37.0,00:00:32,1.0,2021-03-22 12:46:05
4557,ID4558,Becky,Streaming,1,1,10.0,00:01:49,5.0,2021-03-22 12:46:05
4558,ID4559,Diane,Admin Support,0,0,,,,2021-03-22 13:26:24
4559,ID4560,Dan,Technical Support,1,1,120.0,00:02:03,3.0,2021-03-22 13:26:24
4560,ID4561,Becky,Contract related,1,1,95.0,00:04:04,4.0,2021-03-22 13:27:50
4561,ID4562,Jim,Technical Support,1,1,74.0,00:05:55,3.0,2021-03-22 13:27:50
4562,ID4563,Diane,Contract related,0,0,,,,2021-03-22 13:32:10
4563,ID4564,Diane,Streaming,0,0,,,,2021-03-22 13:32:10
4564,ID4565,Stewart,Technical Support,1,1,77.0,00:01:20,3.0,2021-03-22 13:43:41
4565,ID4566,Joe,Technical Support,1,1,50.0,00:03:31,4.0,2021-03-22 13:43:41
4566,ID4567,Diane,Payment related,1,1,94.0,00:04:52,3.0,2021-03-22 14:13:55
4567,ID4568,Becky,Technical Support,1,1,109.0,00:03:09,2.0,2021-03-22 14:13:55
4568,ID4569,Dan,Contract related,1,1,30.0,00:02:19,1.0,2021-03-22 14:48:29
4569,ID4570,Joe,Admin Support,1,1,124.0,00:05:27,4.0,2021-03-22 14:48:29
4570,ID4571,Becky,Technical Support,0,0,,,,2021-03-22 14:51:22
4571,ID4572,Diane,Contract related,0,0,,,,2021-03-22 14:51:22
4572,ID4573,Joe,Streaming,1,1,114.0,00:04:08,3.0,2021-03-22 15:25:55
4573,ID4574,Greg,Technical Support,1,1,32.0,00:05:00,4.0,2021-03-22 15:25:55
4574,ID4575,Martha,Contract related,1,1,75.0,00:01:45,4.0,2021-03-22 15:41:46
4575,ID4576,Dan,Contract related,1,0,109.0,00:06:06,2.0,2021-03-22 15:41:46
4576,ID4577,Martha,Streaming,1,1,116.0,00:02:42,3.0,2021-03-22 16:03:22
4577,ID4578,Dan,Technical Support,1,1,26.0,00:02:31,3.0,2021-03-22 16:03:22
4578,ID4579,Joe,Admin Support,1,1,67.0,00:06:03,4.0,2021-03-22 16:06:14
4579,ID4580,Stewart,Admin Support,1,0,58.0,00:03:37,4.0,2021-03-22 16:06:14
4580,ID4581,Stewart,Streaming,1,1,20.0,00:06:35,2.0,2021-03-22 16:24:58
4581,ID4582,Jim,Technical Support,1,1,115.0,00:04:49,1.0,2021-03-22 16:24:58
4582,ID4583,Stewart,Admin Support,1,0,35.0,00:03:45,4.0,2021-03-22 16:29:17
4583,ID4584,Becky,Technical Support,1,1,36.0,00:02:11,4.0,2021-03-22 16:29:17
4584,ID4585,Greg,Contract related,0,0,,,,2021-03-22 16:49:26
4585,ID4586,Greg,Payment related,1,1,62.0,00:01:17,1.0,2021-03-22 16:49:26
4586,ID4587,Dan,Admin Support,1,1,37.0,00:04:20,3.0,2021-03-22 17:39:50
4587,ID4588,Dan,Payment related,0,0,,,,2021-03-22 17:39:50
4588,ID4589,Martha,Technical Support,1,1,124.0,00:06:19,1.0,2021-03-22 17:48:29
4589,ID4590,Joe,Admin Support,1,1,58.0,00:06:15,5.0,2021-03-22 17:48:29
4590,ID4591,Becky,Admin Support,1,1,77.0,00:02:11,5.0,2021-03-22 17:58:34
4591,ID4592,Jim,Technical Support,1,1,80.0,00:01:08,4.0,2021-03-22 17:58:34
4592,ID4593,Martha,Payment related,1,1,51.0,00:02:25,5.0,2021-03-23 09:18:43
4593,ID4594,Martha,Streaming,1,1,110.0,00:04:19,3.0,2021-03-23 09:18:43
4594,ID4595,Becky,Admin Support,1,1,112.0,00:04:40,4.0,2021-03-23 09:47:31
4595,ID4596,Dan,Technical Support,1,1,27.0,00:00:42,5.0,2021-03-23 09:47:31
4596,ID4597,Dan,Technical Support,1,1,53.0,00:00:35,1.0,2021-03-23 11:22:34
4597,ID4598,Joe,Technical Support,1,1,125.0,00:03:52,3.0,2021-03-23 11:22:34
4598,ID4599,Joe,Streaming,1,1,13.0,00:02:54,1.0,2021-03-23 11:45:36
4599,ID4600,Joe,Contract related,1,1,37.0,00:02:44,4.0,2021-03-23 11:45:36
4600,ID4601,Martha,Streaming,1,1,84.0,00:03:46,4.0,2021-03-23 12:27:22
4601,ID4602,Greg,Technical Support,0,0,,,,2021-03-23 12:27:22
4602,ID4603,Martha,Streaming,0,0,,,,2021-03-23 12:38:53
4603,ID4604,Joe,Admin Support,1,1,123.0,00:03:06,3.0,2021-03-23 12:38:53
4604,ID4605,Martha,Streaming,1,0,51.0,00:05:31,3.0,2021-03-23 13:03:22
4605,ID4606,Greg,Admin Support,1,1,69.0,00:04:47,1.0,2021-03-23 13:03:22
4606,ID4607,Dan,Streaming,1,1,80.0,00:03:00,1.0,2021-03-23 13:52:19
4607,ID4608,Greg,Payment related,1,1,111.0,00:04:05,5.0,2021-03-23 13:52:19
4608,ID4609,Diane,Admin Support,1,1,26.0,00:05:58,4.0,2021-03-23 14:05:17
4609,ID4610,Dan,Admin Support,1,1,29.0,00:02:43,1.0,2021-03-23 14:05:17
4610,ID4611,Martha,Streaming,0,0,,,,2021-03-23 14:26:53
4611,ID4612,Becky,Technical Support,1,1,43.0,00:01:32,4.0,2021-03-23 14:26:53
4612,ID4613,Diane,Technical Support,1,1,58.0,00:04:56,3.0,2021-03-23 15:21:36
